name,missing_values,mv_percentage,imputer_method,outlier_method,normalization_method,classification_method,knn_neighbors,mlp_activation,mlp_first_layer,mlp_second_layer,mlp_max_iter,mlp_learning_rate,mlp_learning_rate_init,mlp_tol,accuracy,precision,recall,f1
Experimento_logistic_8_5_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.003,1e-05,0.9183749963585986,0.9324594302704483,0.9287222088176528,0.9302581638156837
Experimento_logistic_8_5_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.003,1e-05,0.9171990125598672,0.9315274200566691,0.9280406951688415,0.9293636562779317
Experimento_logistic_8_5_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.003,1e-05,0.9196244555430759,0.9336458281503143,0.9297402471104201,0.9313251955072003
Experimento_logistic_8_5_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.003,1e-05,0.9200649841774371,0.9345004458276686,0.9296836062037592,0.9317560268462225
Experimento_logistic_8_5_constant_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.003,1e-05,0.9186692215816953,0.9329686904675911,0.9289352463064162,0.9306110998200348
Experimento_logistic_8_5_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.03,1e-05,0.9161715979331946,0.931948510567658,0.9270761889733992,0.9287503035890305
Experimento_logistic_8_5_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.03,1e-05,0.91918349533523,0.9348567756179772,0.9284151984387856,0.930901025614147
Experimento_logistic_8_5_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.03,1e-05,0.917786869592519,0.9310387799607124,0.9282258617419681,0.9289082109717496
Experimento_logistic_8_5_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.03,1e-05,0.9166118028874424,0.9321834661143512,0.9275778979677988,0.9292511431672826
Experimento_logistic_8_5_constant_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.03,1e-05,0.9176395951409141,0.9340214201289807,0.9287804443060225,0.930647696370871
Experimento_logistic_8_5_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,5,500,constant,0.3,1e-05,0.6352194713009027,0.5711382447365436,0.6208842751919338,0.5798248130854058
