Experiment,missing_values,mv_percentage,imputer_method,outlier_method,normalization_method,classification_method,knn_neighbors,mlp_activation,mlp_first_layer,mlp_second_layer,mlp_max_iter,mlp_learning_rate,mlp_learning_rate_init,mlp_tol,accuracy,precision,recall,f1
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.929835484187687,0.9418491138609731,0.9394288867695307,0.9403787191416754
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9304967087127134,0.9423037667834476,0.940041247705509,0.9409795136368505
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9295421221115594,0.941298663082079,0.9386620270329349,0.9397466825939368
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9302036703166994,0.9421601623903781,0.9390137387107697,0.9404217134865057
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9320402312802305,0.9445104272698662,0.9415083048521021,0.9428676826269587
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9315258496333245,0.9436066483100827,0.9409353497174886,0.9420990695450225
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.930645169991401,0.942827293084167,0.9401365183221891,0.9412969644285013
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.931527144353778,0.943344290224001,0.940415990207635,0.9417327195901299
Ap-10-15-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,15,1500,adaptive,0.003,1e-05,0.9288074222007874,0.9403980753856376,0.9382587685793758,0.9391310916514473
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9311577174509974,0.9431864574981113,0.941148115137951,0.9419446647926577
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9310130324403,0.9434156908807765,0.9402084923935904,0.9416326833497418
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9326287896197945,0.9443153606108664,0.9413122779383901,0.9426656178992363
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9288075300941585,0.9407220493447015,0.9386457364233228,0.9394526630076145
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9296154896039344,0.9427132479350406,0.9400798329542971,0.9411804125476013
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9300567734918935,0.9426522113153315,0.9408470961719303,0.941571239526024
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9311578792910543,0.9432306625510657,0.9407157374732134,0.9417646340807624
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9310113061463617,0.9425274080645119,0.9403522186803768,0.9412642016833874
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9296885334161955,0.9415094195654868,0.939699879714507,0.9404589397059284
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9295418523781318,0.9418259959951822,0.939951722471146,0.940668096099104
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9321129514123783,0.943424309721862,0.9410206125238434,0.9420541154274712
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9313058011028861,0.9429508636684776,0.9403713937957636,0.9414767948680215
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.930277900956043,0.9425132573802426,0.9390495419400496,0.9405475578557269
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9315254720065255,0.9434401993480618,0.9416188910016416,0.942332208045449
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9301298173041547,0.9422355365532196,0.939662373459344,0.9407527910536482
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9315990013389568,0.9432535811787612,0.940661549205734,0.9418068454522267
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9309386939075852,0.9431639496211084,0.9410906882195069,0.9419321155611915
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9301303567710104,0.9419897909155368,0.93956286270796,0.9406367127271021
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9313791685952607,0.9432734939002276,0.9406497879281226,0.9417596277181846
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9302032387432149,0.9426263357999725,0.939380441658788,0.9408026452879508
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9291757701698564,0.9414199009656704,0.9392595792994495,0.9401178424914358
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9316730161915583,0.9436705442735706,0.9418855442840981,0.9425041967310539
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.929762548268797,0.9417882730774239,0.9404415336606909,0.9408754555994614
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9307187532705179,0.9428235457704846,0.9402544573519489,0.941375402972332
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9291752307030009,0.9416611950658302,0.9384295504898006,0.9398105563216019
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9309384781208427,0.9434971132112733,0.9412476457527307,0.9421833683646106
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9292488679288032,0.940829566973685,0.9384987865038781,0.9394380165604946
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.929689828136649,0.9422811630653444,0.9392577689319637,0.9404749075254479
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9316725846180736,0.9437471547373499,0.9418748468128151,0.942546653886763
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9301294936240412,0.9418730401257474,0.939342008978288,0.9404070204970683
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9313786830750906,0.9422975946464662,0.9405949732713748,0.9412785647516453
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.932480705967906,0.9440938261351421,0.942081243767128,0.9428679266885622
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9314524821409499,0.9439233534111138,0.9413772730070736,0.9424711450460708
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.930864894841726,0.9425618407417925,0.9404223628544349,0.9413256878051988
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9296161909108467,0.9418201665550961,0.9394389207124647,0.940371191849559
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9313784133416629,0.9432709733432109,0.9408749225703149,0.9418176641588604
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9307177822301776,0.9425305886169344,0.940229288098642,0.941222207284303
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9300574208521203,0.9417725332564162,0.9392254032833393,0.9403698851096189
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9311586884913379,0.9433205325235183,0.94064256933968,0.9418017556729718
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9310114679864183,0.9439292548635432,0.9409440682598282,0.9422203581706645
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9291749609695732,0.9419290780085839,0.9384931818383884,0.9399006230897491
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9310113061463617,0.9424889011052615,0.9402458063086525,0.9411889333338139
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9305706156719438,0.9425411490587365,0.9403607102675849,0.9413070431341914
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9301301409842682,0.9421255964620505,0.939609503417685,0.9406204470319202
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9321867504782373,0.9443545096369688,0.9415461013893935,0.9426555415510396
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9316722069912746,0.9435785530420244,0.9412969041509912,0.9422067975384149
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.931746491577304,0.9438527189015258,0.9411601268604162,0.942292987435253
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9313806791024566,0.9430030418173583,0.9411218137915011,0.9418749498184023
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.9311577174509974,0.9430464879061693,0.9398587703194536,0.941237226495919
Ap-10-20-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,10,20,1500,adaptive,0.003,1e-05,0.931966701947799,0.9440593406284684,0.9415989368610826,0.9426796835023825
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9315263891001802,0.942809806905468,0.9407293436359108,0.9416564028061571
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.929983621786261,0.9426128951948213,0.9406996820752827,0.941454280869291
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9309385320675283,0.9424899760030936,0.9401159723190814,0.9411481245045865
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9301300870375823,0.9430449076674018,0.9398446734861882,0.9411991029234457
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9310853749456488,0.9432315399559345,0.9403929200821788,0.941654617196258
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9303501355680209,0.941903153519962,0.9393573063947752,0.9404365406330644
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9311583648112244,0.943580020902788,0.9406195928520658,0.9419289576146044
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9311585266512813,0.9435419671179883,0.9405321625511366,0.9418140728986323
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.930570831458686,0.9433055956400935,0.9408763337721362,0.9419123008959076
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9316729622448726,0.9442737491855521,0.9409153750147754,0.9424128209253982
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9316732859249861,0.9436076790761154,0.9411125061943963,0.9421071852542365
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9313797080621165,0.9429450515987391,0.940892230014,0.9417206483250148
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9315998105392402,0.9429033582768589,0.9404563093468414,0.9414755033002147
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9289545348123356,0.9408797836632848,0.9382694241908046,0.93938064592899
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9301296015174122,0.94304498814481,0.9400531256635121,0.9413530125912002
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9307170809232652,0.9432509726177635,0.9400042242566803,0.9414294608957613
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9320395839200035,0.9447635827549693,0.9420432777496799,0.9431509886801728
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9318201288031066,0.9445210731073443,0.9417638953339601,0.9429279188522484
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9299094990402885,0.9412212508358582,0.9397029038875276,0.940266642490327
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9296159211774189,0.9415341507602617,0.939360122861167,0.9403261269710894
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.929174853076202,0.9420287032506831,0.938700465354913,0.9401235406545332
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9304978415931103,0.9422914887704431,0.9399725107234989,0.9409653398772704
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9317474086709587,0.9435965731431939,0.9416605126135428,0.942471037708757
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.931672908298187,0.943985025596155,0.9407337105249336,0.942181139743197
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9301301949309538,0.9425979085444203,0.9401505056614059,0.9411549373560444
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9300567734918935,0.9425997564151736,0.9401394896214121,0.941159669675524
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9307173506566931,0.943107826932731,0.9407908027686706,0.9417783154939914
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9299098766670875,0.9423598577302383,0.9402207931104268,0.9410342356805625
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9301296554640979,0.9421976499716902,0.9397204543126965,0.9407266994759018
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9313787370217762,0.9434319289330375,0.9412457163302127,0.9421970891570226
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9307178361768631,0.9435917776270445,0.9405695223441672,0.941846203776157
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9327014558052568,0.9447982749004076,0.9425048884404816,0.943465200483214
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9299101464005153,0.9420660677650095,0.9391721866824492,0.9404396112883173
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9296890728830514,0.9428155354912657,0.9401069429461044,0.9412275569128161
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9293207788606676,0.9419181794640638,0.9403265686591332,0.9409702495640667
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.931820074856421,0.9430348495138388,0.9411828643632052,0.9419504657817385
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9317471928842165,0.9431768410125038,0.9408143355598263,0.9418324564472458
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9308654882552672,0.9433242038658027,0.9406861987088482,0.9418472867677263
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9307185374837754,0.9429787829390879,0.940168453877944,0.9413359651106694
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9288811673199611,0.9413872709077461,0.9385554481328807,0.939802395828055
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9300558563982388,0.9409898562991463,0.9392752958168804,0.9400145923577403
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9303505671415054,0.9425933713972489,0.9393489766858268,0.9407818798469938
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9317467613107319,0.9441212215250797,0.9417784606938231,0.9427719693031115
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9285133048710621,0.9418808178089701,0.9377308211297655,0.9395467604970428
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9318940357623369,0.9443665058740253,0.9411475217472344,0.9425466886410849
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.932040015493488,0.9438006942791182,0.9412205504333959,0.9423425957667357
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9310851591589063,0.9428650005704368,0.940385150284763,0.9415261272533716
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9298361854945993,0.9417462321290225,0.9396957322989212,0.9405354466660644
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9311580950777965,0.9426081390244093,0.9406635027179409,0.9414760955211922
Ap-15-5-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,5,1500,adaptive,0.003,1e-05,0.9298365631213985,0.9421151616831882,0.9398530251107001,0.9407952730994223
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9310117916665318,0.9434762769397027,0.9409270371425011,0.9420348887234808
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9315989473922711,0.9440325136783982,0.9410842142727548,0.9423794953392826
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9303499737279642,0.9424220123039506,0.938318257893831,0.9401633629567971
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.930571586712284,0.9421632763515598,0.939608451091072,0.940633835609273
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9298362933879705,0.9421650456734234,0.9391818479568024,0.9404731109691552
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9313051537426592,0.9434714236712087,0.9412336738402456,0.9421809299369517
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9307910418291812,0.9424443671832661,0.9398550625567264,0.9409925499683313
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9316732319783005,0.9444748237917299,0.9412974474205731,0.9427138112468327
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9318933884021099,0.9440004079507581,0.9414361856945413,0.942471880926794
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9320396918133745,0.9447394037805829,0.9419575402191386,0.9431630340487815
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9319665401077423,0.9443484060772475,0.9410324097821652,0.942469484048401
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9328481368433206,0.9445920345179637,0.9423380250339488,0.9433102316209359
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9310120074532741,0.9433595215843219,0.9410091571665495,0.9419951464766878
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9296890189363655,0.9418961444070607,0.9391795854245147,0.9402947011315099
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9327010781784576,0.9448551275781616,0.9424361162575685,0.9433905193478571
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9314515111006093,0.9431330928571517,0.9406270393784959,0.9416807459251471
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9309391254810695,0.9430319854658646,0.940686695110014,0.94156425332343
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9313054774227727,0.9440023322664631,0.9415391775391369,0.9425685428642773
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9313797620088019,0.9435347892527203,0.9409391819970173,0.9419778975735109
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.930938316280786,0.9431824378769147,0.9407219817832722,0.9416902375197254
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9318198590696785,0.9436783715020377,0.9412889252382926,0.9422358795908077
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9302034545299571,0.942650559905003,0.9396902683017274,0.9410006362269103
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9329218280158086,0.9450523492722915,0.9425592383073763,0.9436341031784028
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9306436594842049,0.9425728750888573,0.9395549484409891,0.9409188376077392
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9309381544407295,0.943804542443506,0.9413717850507677,0.9423872535047535
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9315987316055289,0.9442211966065898,0.9410732594741547,0.9424634583719561
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9309388018009562,0.9427650745038404,0.9403734476242059,0.9414019805156677
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9310843499586229,0.9430470380686108,0.9400295005102457,0.9413580491091549
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9302773075425019,0.9420580312854201,0.9401487404130151,0.9408966705428078
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9313055313694582,0.9431407160963939,0.9408837128531641,0.9418480123262238
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9315996486991835,0.9435854725474435,0.9405614254951612,0.9417868603479903
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9320404470669728,0.943170520853303,0.9414769672994945,0.9421425692219648
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9308645711616125,0.9431791233086365,0.9398569664023139,0.9413443282545295
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9324808678079629,0.9451065414467911,0.941823229795917,0.943213301500293
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9319668098411702,0.9441051449031749,0.9409767780708375,0.942357666604581
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9323341328232134,0.9439882975167473,0.9422914444720597,0.9429491571475698
Ap-15-10-1500-0.003,True,5,il,mad,zscore,mlp,10,logistic,15,10,1500,adaptive,0.003,1e-05,0.9301305186110671,0.9424713233499338,0.9399114462520737,0.940977783496758
